user_id,reorder_ratio,unique_product_count,avg_order_hour,avg_order_dow,avg_days_since_prior_order,cluster
26686,1.0,2,16.5,5.5,1.0,2
26695,1.0,3,20.0,2.0,5.0,1
26708,1.0,5,7.0,1.0,7.0,0
26729,0.0,1,12.0,3.0,10.0,3
26749,1.0,2,11.0,5.0,9.0,2
26755,0.0,1,12.0,3.0,16.0,4
26783,1.0,1,10.0,2.0,8.0,2
26789,0.0,1,15.0,1.0,30.0,4
26829,1.0,1,5.0,3.0,16.0,2
26835,0.0,1,17.0,6.0,14.0,3
26859,1.0,1,13.0,4.0,0.0,2
26871,0.0,1,16.0,2.0,30.0,4
26879,0.0,4,7.0,5.0,0.0,0
26897,1.0,2,20.0,5.0,8.0,2
26901,1.0,1,13.0,6.0,7.0,2
26911,0.5,4,18.0,4.0,30.0,0
26913,0.0,1,12.0,0.0,6.0,4
26951,0.5,4,17.0,3.0,9.0,0
26954,1.0,1,12.0,3.0,16.0,2
26962,0.3333333333333333,3,13.333333333333334,1.3333333333333333,8.5,4
26976,0.5,2,23.0,1.0,6.0,1
26986,1.0,1,9.0,3.0,4.5,2
26988,1.0,1,18.0,3.0,2.5,1
26991,0.5,2,20.0,2.0,4.0,1
26993,0.5,2,7.0,5.0,8.0,2
26995,1.0,1,13.0,1.0,5.0,2
26999,0.0,1,14.0,0.0,10.0,4
27006,1.0,2,9.0,3.0,9.0,2
27029,0.0,1,11.0,0.0,3.0,4
27031,1.0,2,15.0,0.0,3.0,1
27034,0.0,1,21.0,1.0,21.0,4
27036,1.0,1,11.0,2.0,6.0,2
27055,0.3333333333333333,3,14.0,6.0,7.0,3
27072,0.0,1,16.0,3.0,9.0,3
27073,0.6,5,16.0,3.0,30.0,0
27091,0.0,1,22.0,0.0,5.0,1
27108,1.0,6,10.333333333333334,4.0,7.0,0
27127,1.0,2,14.0,5.0,2.0,2
27151,1.0,1,19.0,6.0,4.0,2
27169,1.0,1,10.0,2.0,30.0,2
27170,1.0,1,10.0,2.0,1.0,2
27174,1.0,1,19.0,6.0,14.0,2
27205,1.0,1,9.0,1.0,2.5,2
27233,0.25,4,12.0,0.0,2.0,0
27262,1.0,3,9.666666666666666,6.0,7.5,2
27294,0.5,2,16.0,5.0,6.0,3
27299,1.0,2,13.0,4.0,2.0,2
27300,0.7777777777777778,9,15.0,5.0,9.5,0
27303,1.0,1,10.0,0.0,3.0,2
27308,1.0,2,19.0,5.0,6.0,2
27311,1.0,2,18.0,4.0,8.0,2
27344,1.0,1,21.0,0.0,14.0,1
27347,1.0,2,14.0,3.0,2.0,2
27353,1.0,4,12.5,4.5,1.5,0
27394,1.0,1,14.0,5.0,7.0,2
27414,1.0,5,11.2,1.0,7.0,0
27430,1.0,1,17.0,4.0,3.0,2
27445,1.0,1,15.0,2.0,5.0,1
27466,0.6,5,12.4,3.6,7.5,0
27476,1.0,2,13.0,2.0,6.0,2
27478,1.0,1,22.0,4.0,3.5,1
27521,0.6666666666666666,3,18.0,5.0,9.0,3
27532,1.0,1,9.0,1.0,14.0,2
27536,0.5,2,11.5,4.0,3.5,2
27545,1.0,1,22.0,0.0,0.0,1
27547,1.0,1,22.0,2.0,30.0,1
27557,0.0,1,17.0,0.0,16.0,4
27561,1.0,2,8.0,1.0,2.0,2
27581,0.0,1,13.0,1.0,2.0,4
27582,0.5,4,10.5,4.25,8.0,0
27604,1.0,1,12.0,6.0,14.0,2
27608,0.0,1,18.0,2.0,1.0,3
27609,1.0,1,10.0,2.0,14.0,2
27631,1.0,2,9.0,1.0,6.0,2
27633,1.0,2,16.0,2.0,9.0,1
27639,1.0,1,14.0,3.0,3.0,2
27641,0.5,2,9.0,6.0,12.0,2
27647,0.0,2,18.0,3.0,4.0,3
27655,0.5,2,16.0,2.0,1.0,1
27679,0.0,1,13.0,3.0,1.5,3
27732,1.0,2,17.0,0.0,7.0,1
27752,0.0,1,11.0,5.0,2.0,3
27755,1.0,1,14.0,1.0,7.0,1
27773,0.0,3,15.0,6.0,0.0,3
27774,0.6,5,14.8,2.0,7.333333333333333,0
27788,0.0,1,15.0,1.0,6.0,4
27789,1.0,2,9.0,4.0,2.0,2
27795,1.0,3,21.0,2.0,11.0,1
27797,0.0,1,8.0,1.0,11.5,4
27806,1.0,1,13.0,0.0,16.0,2
27815,0.6666666666666666,3,21.0,0.0,14.0,1
27833,0.0,1,9.0,1.0,0.0,4
27838,1.0,2,19.0,5.0,8.0,2
27862,0.0,1,15.0,2.0,1.0,4
27864,0.25,4,10.0,0.0,12.0,0
27879,0.75,4,13.5,3.5,20.5,0
27881,0.0,1,16.0,5.0,30.0,3
27907,1.0,1,11.0,5.0,2.5,2
27917,1.0,6,7.0,4.0,3.0,0
27959,0.5,6,15.0,3.0,11.5,0
27972,0.0,1,10.0,5.0,7.0,3
27975,1.0,2,20.0,5.0,30.0,2
27977,1.0,1,14.0,3.0,7.0,2
27993,1.0,1,16.0,4.0,12.0,2
28021,1.0,3,12.0,6.0,5.5,2
28065,1.0,1,18.0,2.0,5.5,1
28087,1.0,10,15.0,3.8,5.666666666666667,0
28112,1.0,2,10.0,4.0,8.0,2
28126,0.0,1,11.0,2.0,6.0,4
28130,1.0,1,13.0,1.0,20.0,2
28132,1.0,1,14.0,5.0,0.0,2
28197,0.0,1,18.0,5.0,30.0,3
28238,1.0,1,9.0,1.0,4.0,2
28260,0.5,2,13.5,1.5,16.0,4
28266,1.0,1,17.0,2.0,30.0,1
28270,1.0,1,18.0,5.0,5.0,2
28280,0.0,1,8.0,3.0,1.0,4
28281,1.0,1,12.0,3.0,5.0,2
28284,1.0,1,17.0,0.0,4.0,1
28308,1.0,1,10.0,4.0,5.0,2
28309,0.0,1,14.0,4.0,9.0,3
28337,1.0,1,15.0,0.0,19.0,1
28349,0.0,2,11.0,5.0,13.0,3
28374,1.0,2,9.0,3.0,9.0,2
28400,1.0,3,18.0,6.0,6.0,2
28414,1.0,1,9.0,4.0,10.0,2
28427,1.0,2,8.0,2.0,11.0,2
28448,0.5,2,18.0,6.0,3.0,3
28452,0.0,1,10.0,5.0,25.0,3
28462,0.0,1,7.0,1.0,12.0,4
28463,0.0,5,9.0,4.0,0.0,0
28466,0.0,1,15.0,2.0,12.5,4
28478,1.0,2,11.0,5.0,2.0,2
28486,1.0,1,15.0,1.0,6.0,1
28499,0.5,2,11.0,6.0,6.0,3
28543,0.0,1,8.0,1.0,28.0,4
28545,0.0,1,19.0,5.0,12.0,3
28556,1.0,1,12.0,4.0,5.0,2
28585,0.0,2,19.0,2.0,0.0,3
28598,0.0,1,14.0,6.0,0.0,3
28607,0.0,1,18.0,6.0,11.0,3
28609,1.0,2,14.0,0.0,21.5,1
28612,1.0,3,11.0,2.0,8.0,2
28626,0.3333333333333333,3,11.0,1.0,9.0,4
28627,1.0,1,14.0,2.0,18.0,1
28644,0.6666666666666666,3,11.0,4.0,6.0,2
28650,0.0,1,11.0,5.0,7.0,3
28681,1.0,1,21.0,1.0,5.0,1
28705,1.0,1,9.0,6.0,7.0,2
28718,0.0,2,18.0,4.0,0.0,3
28735,1.0,1,2.0,2.0,5.0,2
28759,1.0,1,16.0,1.0,30.0,1
28801,1.0,2,16.0,1.0,13.0,1
28812,1.0,1,9.0,0.0,5.0,2
28815,0.5,2,15.0,4.0,4.0,3
28827,0.5,2,21.0,3.0,2.0,1
28830,1.0,1,19.0,4.0,10.0,2
28833,1.0,1,10.0,6.0,15.0,2
28835,0.0,1,15.0,0.0,18.0,4
28836,0.0,2,22.0,3.0,0.0,3
28842,1.0,1,17.0,3.0,8.0,1
28883,0.0,1,11.0,2.0,0.0,4
28885,0.5,2,17.0,2.0,17.0,1
28887,0.0,2,14.0,0.0,30.0,4
28895,0.25,4,21.0,2.0,30.0,0
28928,1.0,1,13.0,0.0,18.0,2
28943,0.0,4,11.0,1.0,30.0,0
28998,0.5,2,14.0,4.0,30.0,3
29002,0.0,2,14.0,2.0,11.0,4
29026,0.5,2,8.0,2.0,6.0,2
29039,0.0,1,15.0,3.0,30.0,4
29052,0.0,2,17.0,1.0,7.0,4
29064,1.0,2,11.0,2.0,11.0,2
29065,1.0,1,18.0,1.0,8.0,1
29091,0.0,5,12.0,6.0,30.0,0
29093,0.0,1,12.0,6.0,12.0,3
29096,0.0,1,13.0,0.0,14.0,4
29098,1.0,1,9.0,1.0,26.0,2
29103,1.0,1,19.0,1.0,12.666666666666666,1
29119,0.5,2,14.0,0.0,30.0,4
29125,0.0,1,14.0,2.0,5.0,4
29127,0.0,2,17.0,0.0,30.0,4
29133,0.0,1,18.0,4.0,16.0,3
29136,0.3333333333333333,3,19.0,2.0,30.0,1
29148,1.0,1,17.0,2.0,6.0,1
29182,0.0,2,18.0,1.0,13.0,4
29207,0.0,1,14.0,5.0,25.0,3
29214,0.0,1,6.0,6.0,30.0,3
29216,1.0,4,16.0,6.0,7.0,0
29258,0.3333333333333333,3,20.0,5.0,6.0,3
29261,0.75,4,5.0,1.0,10.0,0
29267,0.0,1,5.0,4.0,2.0,3
29278,0.5,2,11.0,4.0,16.5,2
29292,0.0,2,13.0,0.0,30.0,4
29298,0.0,1,19.0,4.0,5.0,3
29333,1.0,1,10.0,5.0,7.0,2
29335,1.0,1,9.0,2.0,7.0,2
29345,1.0,1,11.0,1.0,4.0,2
29363,0.6666666666666666,3,15.0,4.0,6.0,2
29373,0.0,2,11.0,1.0,30.0,4
29386,1.0,2,15.0,1.0,6.0,1
29387,1.0,2,10.0,1.0,0.0,2
29389,0.0,2,21.0,3.0,30.0,3
29390,1.0,1,12.0,3.0,0.0,2
29394,0.5,2,18.0,0.0,28.0,1
29396,0.6,5,17.8,3.8,24.5,0
29413,1.0,7,12.857142857142858,1.7142857142857142,2.6666666666666665,0
29417,0.0,1,11.0,5.0,4.0,3
29438,1.0,1,15.0,1.0,8.0,1
29465,0.0,1,16.0,5.0,0.0,3
29469,0.0,1,14.0,6.0,28.0,3
29479,0.3333333333333333,3,13.0,1.0,7.0,4
29482,1.0,2,10.0,3.0,7.0,2
29504,1.0,1,17.0,4.0,3.0,2
29518,1.0,3,8.0,5.0,13.0,2
29521,0.0,2,0.0,5.0,0.0,3
29543,1.0,4,13.75,3.5,1.75,0
29558,0.0,2,20.0,5.0,5.0,3
29570,0.0,1,12.0,0.0,1.0,4
29616,1.0,2,15.0,0.0,4.0,1
29621,1.0,1,12.0,2.0,3.0,2
29626,1.0,1,21.0,1.0,16.0,1
29668,1.0,1,13.0,2.0,8.0,2
29672,0.5,2,13.0,5.0,3.0,3
29680,0.0,1,12.0,3.0,30.0,4
29686,1.0,2,10.5,4.5,12.0,2
29689,0.0,1,11.0,0.0,0.0,4
29700,0.5,2,11.0,1.0,30.0,4
29704,0.0,1,8.0,1.0,13.0,4
29763,1.0,1,2.0,4.0,8.0,2
29775,1.0,1,9.0,1.0,7.0,2
29821,0.25,4,14.5,2.5,17.5,0
29843,1.0,3,11.666666666666666,0.6666666666666666,2.5,2
29874,1.0,2,15.0,1.0,5.0,1
29895,0.0,4,19.0,2.0,0.0,0
29896,1.0,1,9.0,1.0,8.0,2
29935,1.0,1,14.0,2.0,0.0,1
29944,0.0,1,9.0,2.0,0.0,4
29959,0.0,1,10.0,5.0,4.0,3
29961,1.0,1,20.0,1.0,1.0,1
29971,0.8333333333333334,6,10.0,5.0,7.0,0
29992,0.0,2,12.0,6.0,7.0,3
29995,0.0,1,18.0,2.0,4.0,3
30003,0.0,1,17.0,0.0,12.0,4
30007,1.0,1,12.0,1.0,21.0,2
30020,0.5,2,12.0,3.0,8.0,2
30030,1.0,2,21.0,0.0,0.0,1
30035,1.0,1,22.0,4.0,1.0,1
30040,1.0,1,14.0,1.0,2.0,1
30042,0.8,5,18.0,3.0,4.0,0
30047,1.0,2,15.0,4.0,3.0,2
30066,0.0,1,16.0,2.0,0.0,3
30074,1.0,1,16.0,0.0,16.5,1
30077,1.0,1,7.0,2.0,4.0,2
30085,0.0,2,8.5,1.5,6.0,4
30089,0.0,1,10.0,3.0,7.0,4
30090,0.25,4,19.0,3.0,16.0,0
30110,1.0,3,9.0,2.0,10.0,2
30118,0.5,2,12.0,0.0,14.0,4
30140,1.0,1,11.0,1.0,5.0,2
30143,1.0,2,17.0,3.0,9.0,1
30160,0.0,1,12.0,4.0,4.0,3
30167,1.0,1,16.0,1.0,8.0,1
30198,0.0,1,8.0,1.0,29.0,4
30200,0.0,2,17.5,3.0,8.5,3
30216,1.0,3,13.0,0.0,7.0,2
30220,0.0,1,11.0,3.0,0.0,3
30225,0.0,4,10.0,1.0,29.0,0
30230,0.5,2,17.0,6.0,14.0,3
30261,0.0,1,17.0,6.0,10.0,3
30262,0.6666666666666666,3,15.0,2.0,8.0,1
30265,1.0,1,8.0,4.0,21.0,2
30272,1.0,1,16.0,6.0,13.0,2
30274,1.0,1,12.0,0.0,30.0,2
30297,1.0,4,14.0,6.0,20.0,0
30319,0.6666666666666666,3,10.0,4.0,30.0,2
30333,0.5,6,11.0,6.0,13.0,0
30349,1.0,2,16.0,3.0,6.0,1
30361,0.5,2,9.0,5.0,7.0,2
30409,0.5,2,10.0,4.0,2.0,2
30418,0.5,2,10.0,0.0,6.0,4
30421,1.0,2,11.0,5.0,7.0,2
30425,1.0,5,9.8,2.8,8.0,0
30434,0.0,1,17.0,5.0,5.0,3
30444,1.0,1,14.0,5.0,12.5,2
30452,0.0,1,9.0,6.0,0.0,3
30463,0.3333333333333333,3,21.0,4.0,8.0,3
30465,0.0,2,9.0,0.0,4.0,4
30467,0.3333333333333333,3,11.0,6.0,14.0,3
30478,1.0,1,10.0,2.0,4.0,2
30488,0.0,1,10.0,4.0,25.0,3
30496,0.0,1,12.0,6.0,8.0,3
30533,1.0,1,19.0,4.0,3.0,2
30562,1.0,1,16.0,0.0,25.0,1
30574,1.0,2,22.0,2.0,17.0,1
30578,0.0,1,11.0,2.0,9.0,4
30588,1.0,3,8.666666666666666,2.0,6.5,2
30593,0.0,1,14.0,1.0,6.0,4
30594,1.0,1,14.0,2.0,9.0,1
30595,1.0,4,7.0,0.0,9.0,0
30605,1.0,1,8.0,0.0,7.0,2
30619,0.6666666666666666,3,15.0,1.0,9.0,1
30650,0.6666666666666666,3,9.333333333333334,0.0,2.0,4
30654,1.0,1,9.0,2.0,6.0,2
30660,0.0,2,7.0,1.0,30.0,4
30675,1.0,1,15.0,6.0,30.0,2
30706,0.5,2,15.0,0.0,6.0,1
30725,1.0,2,16.0,0.0,21.0,1
30736,0.0,1,16.0,2.0,30.0,4
30742,1.0,1,13.0,1.0,9.0,2
30753,1.0,2,15.0,6.0,7.0,2
30761,0.5,2,8.0,2.0,13.0,2
30764,0.3333333333333333,3,14.0,1.0,12.0,4
30788,1.0,2,13.0,6.0,28.5,2
30804,1.0,1,16.0,5.0,12.0,2
30821,1.0,1,11.0,2.0,3.0,2
30830,0.6666666666666666,3,7.0,1.0,10.0,2
30858,0.0,1,17.0,0.0,11.0,4
30876,1.0,1,10.0,3.0,5.0,2
30877,0.6666666666666666,3,17.0,0.0,22.0,1
30906,1.0,1,12.0,0.0,6.0,2
30910,0.625,8,20.375,5.125,4.0,0
30921,0.6666666666666666,3,14.0,3.0,19.0,1
30923,1.0,2,15.0,1.0,30.0,1
30927,1.0,1,9.0,0.0,8.0,2
30952,0.0,1,10.0,1.0,5.0,4
30959,1.0,1,12.0,1.0,6.0,2
30969,1.0,1,17.0,1.0,16.0,1
31005,1.0,2,10.0,1.0,8.0,2
31011,0.0,1,16.0,6.0,1.0,3
31019,1.0,1,12.0,3.0,22.0,2
31022,0.0,1,14.0,1.0,16.0,4
31041,0.5,2,8.0,0.0,6.0,4
31053,0.0,1,15.0,2.0,13.0,4
31059,1.0,2,16.0,4.5,8.0,2
31074,0.5,2,15.0,2.0,13.0,1
31087,1.0,1,10.0,3.0,2.3333333333333335,2
31096,0.0,1,12.0,1.0,6.0,4
31098,1.0,2,13.0,1.0,1.0,2
31111,1.0,1,10.0,6.0,5.0,2
31112,1.0,1,16.0,0.0,30.0,1
31118,1.0,4,18.4,3.4,3.5,0
31128,0.0,1,11.0,0.0,30.0,4
31154,1.0,2,10.0,1.0,8.0,2
31161,0.0,1,16.0,2.0,5.0,4
31180,0.0,1,15.0,5.0,4.5,3
31182,0.0,1,14.0,6.0,1.0,3
31184,0.6666666666666666,3,16.0,0.0,6.5,1
31186,0.6666666666666666,3,10.0,4.0,1.0,2
31189,0.0,1,2.0,3.0,3.0,4
31191,1.0,1,14.0,3.0,13.0,2
31193,0.5,2,14.0,5.0,10.0,3
31200,1.0,1,15.0,1.0,6.0,1
31202,0.0,1,10.0,2.0,30.0,4
31216,0.0,1,17.0,2.0,7.0,4
31219,0.5,2,12.0,2.0,12.0,4
31255,1.0,2,10.0,0.0,20.0,2
31257,1.0,1,15.0,1.0,5.0,1
31271,0.0,3,18.0,2.0,16.0,4
31295,0.0,1,22.0,0.0,28.0,1
31309,0.0,1,22.0,4.0,6.0,3
31310,0.625,8,8.5,1.75,3.0,0
31363,1.0,1,12.0,1.0,20.0,2
31379,1.0,1,7.0,2.0,17.5,2
31395,0.0,1,9.0,2.0,30.0,4
31410,0.3333333333333333,3,12.0,4.0,13.0,3
31423,0.5,2,18.0,1.0,7.0,1
31451,1.0,1,10.0,1.0,8.0,2
31469,1.0,2,9.0,6.0,19.0,2
31472,1.0,1,16.0,1.0,5.0,1
31482,0.0,1,9.0,0.0,0.0,4
31502,0.0,3,23.0,0.0,13.0,1
31508,0.6666666666666666,3,15.0,2.0,6.0,1
31518,0.5,2,20.0,5.0,9.0,3
31534,1.0,1,16.0,5.0,2.0,2
31540,0.0,3,16.0,4.0,30.0,3
31550,1.0,3,13.0,1.0,12.0,2
31553,0.0,2,16.0,4.0,7.0,3
31573,0.0,1,7.0,4.0,30.0,4
31582,1.0,3,13.0,3.0,10.0,2
31606,1.0,1,10.0,1.0,5.0,2
31611,0.14285714285714285,7,16.0,6.0,23.0,0
31632,0.0,1,12.0,4.0,6.0,3
31633,1.0,1,11.0,5.0,7.333333333333333,2
31641,0.0,2,21.0,2.0,6.0,3
31672,1.0,1,13.0,0.0,21.0,2
31674,0.5,2,11.0,2.0,3.5,2
31700,1.0,1,17.0,1.0,23.0,1
31706,0.0,2,10.0,0.0,0.0,4
31711,0.6666666666666666,3,15.0,0.0,3.0,1
31760,1.0,1,10.0,6.0,3.0,2
31761,1.0,1,16.0,0.0,8.0,1
31771,0.0,3,12.0,0.0,0.0,4
31785,0.0,2,10.0,6.0,0.0,3
31792,0.6666666666666666,3,14.0,5.0,15.0,2
31800,0.75,4,14.75,2.0,5.333333333333333,0
31803,0.3333333333333333,3,15.0,1.0,10.0,4
31811,1.0,1,9.0,1.0,5.0,2
31824,0.5,2,7.0,6.0,30.0,2
31835,0.3333333333333333,3,8.0,4.0,8.0,3
31886,1.0,1,23.0,3.0,24.0,1
31911,0.0,1,10.0,3.0,30.0,4
31913,0.0,1,10.0,2.0,2.0,4
31940,1.0,1,21.0,5.0,6.0,2
31946,0.0,2,10.0,2.0,0.0,4
31947,1.0,1,13.0,1.0,17.0,2
31958,0.0,1,22.0,2.0,9.0,3
31961,1.0,2,13.0,1.0,4.0,2
31983,1.0,2,12.0,1.0,6.0,2
31985,0.3333333333333333,3,22.0,1.0,7.0,1
31991,0.75,4,19.0,1.0,27.0,1
31995,1.0,2,16.0,1.0,8.0,1
31996,1.0,1,17.0,2.0,16.0,1
32001,0.5,4,7.0,5.0,3.0,0
32003,0.0,2,22.0,6.0,0.0,3
32004,1.0,3,16.0,5.0,8.666666666666666,2
32011,0.6666666666666666,3,8.0,5.0,5.0,2
32025,1.0,2,15.0,2.0,5.0,1
32026,0.0,2,10.0,0.0,21.0,4
32030,0.0,1,9.0,2.0,0.0,4
32033,0.5,2,21.0,5.0,3.0,3
32037,1.0,1,13.0,0.0,8.0,2
32040,0.3333333333333333,3,19.0,3.0,18.0,1
32052,0.0,1,10.0,1.0,11.0,4
32053,1.0,1,14.0,2.0,20.0,1
32065,1.0,2,21.0,3.0,3.0,1
32084,0.0,1,9.0,3.0,3.0,4
32088,0.5,2,13.0,0.0,30.0,4
32099,0.8,5,12.0,0.2,2.0,0
32107,0.0,1,11.0,0.0,0.0,4
32110,1.0,2,18.0,4.0,7.0,2
32138,1.0,1,17.0,5.0,30.0,2
32157,1.0,4,7.0,2.0,5.0,0
32168,0.0,2,13.0,4.0,0.0,3
32198,1.0,3,11.0,5.0,7.0,2
32205,1.0,1,8.0,5.0,7.0,2
32208,1.0,1,20.0,5.0,10.0,2
32242,0.0,3,12.0,2.0,20.0,4
32257,1.0,1,16.0,3.0,8.0,1
32267,1.0,2,10.0,4.0,13.0,2
32271,0.0,2,12.0,5.0,0.0,3
32300,1.0,2,11.0,1.0,11.0,2
32326,0.0,1,16.0,0.0,6.0,4
32333,1.0,2,22.0,1.0,12.0,1
32359,1.0,1,20.0,1.0,8.0,1
32362,1.0,3,13.0,6.0,7.0,2
32379,1.0,2,12.0,0.0,7.0,2
32389,1.0,1,15.0,1.0,11.0,1
32390,0.5,2,23.0,4.0,8.0,1
32394,1.0,1,20.0,1.0,3.0,1
32396,0.0,2,8.0,3.0,0.0,4
32397,1.0,1,18.0,6.0,30.0,2
32444,0.0,2,9.0,4.0,21.0,3
32448,0.3333333333333333,3,15.666666666666666,4.333333333333333,30.0,3
32451,1.0,6,14.0,0.8571428571428571,5.5,0
32463,1.0,1,16.0,3.0,4.0,1
32465,0.5,4,23.0,0.0,15.0,1
32471,0.0,1,17.0,0.0,7.0,4
32487,0.3333333333333333,3,19.0,1.0,26.0,1
32500,0.0,1,16.0,4.0,0.0,3
32561,1.0,1,13.0,6.0,10.0,2
32564,1.0,2,11.0,5.0,1.0,2
32569,1.0,2,8.0,4.0,8.0,2
32570,0.0,2,8.0,4.0,5.0,3
32598,0.0,2,7.0,1.0,22.0,4
32603,0.0,1,20.0,6.0,12.5,3
32606,1.0,1,14.0,0.0,30.0,1
32607,1.0,2,15.0,2.0,3.0,1
32616,0.0,1,7.0,1.0,12.0,4
32617,1.0,1,12.0,5.0,1.5,2
32624,0.5,2,12.0,4.0,9.0,2
32632,1.0,1,16.0,5.0,1.0,2
32638,1.0,1,20.0,1.0,13.0,1
32652,0.5,2,14.5,2.0,10.0,1
32667,0.5,2,19.0,0.0,9.0,1
32674,0.25,4,15.0,2.0,12.0,0
32723,0.0,2,11.0,3.0,7.0,4
32726,0.7857142857142857,13,12.857142857142858,3.4285714285714284,11.5,0
32743,0.5,2,12.0,5.0,14.0,3
32758,0.5,2,16.0,5.0,19.0,3
32780,0.3333333333333333,3,13.666666666666666,1.3333333333333333,16.333333333333332,4
32785,1.0,4,6.0,2.0,9.0,0
32812,0.6666666666666666,3,20.0,0.0,10.0,1
32823,1.0,3,19.0,0.0,7.0,1
32866,1.0,1,8.0,6.0,12.0,2
32870,1.0,1,9.0,1.0,3.5,2
32881,0.3333333333333333,3,13.0,5.0,4.0,3
32882,1.0,2,10.0,2.0,21.0,2
32889,0.5,2,11.0,2.0,4.0,2
32900,0.0,1,12.0,1.0,29.0,4
32903,0.0,1,0.0,3.0,0.0,4
32905,1.0,1,11.0,1.0,2.0,2
32925,0.4,5,16.0,1.0,30.0,0
32928,0.0,2,5.0,2.0,18.0,4
32931,0.0,2,17.0,4.0,5.0,3
32953,0.4,5,19.4,0.2,6.333333333333333,0
32965,1.0,2,9.0,2.0,2.0,2
32968,1.0,1,13.0,1.0,29.0,2
32969,1.0,1,10.0,5.0,30.0,2
32970,1.0,2,14.0,0.0,11.0,1
32971,1.0,1,15.0,2.0,2.0,1
32988,0.0,1,15.0,1.0,0.0,4
33006,0.6666666666666666,3,7.0,0.0,8.0,4
33017,0.0,1,21.0,1.0,2.0,4
33031,1.0,1,9.0,1.0,24.0,2
33040,1.0,5,10.0,1.0,7.0,0
33055,1.0,1,12.0,3.0,7.5,2
33067,1.0,2,19.0,0.0,9.0,1
33086,0.0,1,16.0,4.0,27.0,3
33111,1.0,2,20.0,6.0,7.0,2
33112,0.0,1,18.0,6.0,24.0,3
33119,1.0,2,18.0,4.0,7.0,2
33142,0.875,8,10.0,5.0,4.0,0
33145,1.0,1,16.0,0.0,30.0,1
33195,1.0,1,12.0,0.0,5.0,2
33196,1.0,1,17.0,2.0,12.0,1
33199,1.0,1,19.0,5.0,4.0,2
33224,0.0,3,13.0,2.0,0.0,4
33237,0.0,1,16.0,4.0,7.0,3
33240,0.0,1,9.0,2.0,2.0,4
33242,1.0,1,17.0,0.0,8.0,1
33271,1.0,2,12.0,1.0,16.5,2
33333,0.0,1,17.0,3.0,5.0,3
33340,1.0,1,16.0,4.0,3.0,2
33350,1.0,1,11.0,1.0,14.0,2
33386,1.0,1,16.0,1.0,8.0,1
33402,1.0,3,16.0,0.0,7.0,1
33423,0.5,2,20.0,0.0,30.0,1
33433,0.0,1,16.0,1.0,22.0,4
33439,1.0,1,13.0,1.0,8.0,2
33452,0.0,2,11.0,1.0,9.0,4
33464,0.0,4,7.0,0.0,0.0,0
33477,0.25,4,7.0,0.0,1.0,0
33495,1.0,1,13.0,1.0,2.5,2
33498,1.0,2,9.0,2.0,5.0,2
33505,0.3333333333333333,3,10.0,5.0,14.0,3
33513,0.6666666666666666,3,14.0,2.0,0.0,1
33517,0.0,1,18.0,5.0,30.0,3
33524,1.0,1,15.0,1.0,3.0,1
33529,1.0,3,18.0,6.0,7.0,2
33537,1.0,1,11.0,5.0,14.0,2
33543,0.5,2,9.0,4.0,4.0,2
33560,0.0,1,21.0,0.0,0.0,4
33573,0.0,2,12.0,3.0,13.0,4
33584,0.5,4,12.0,2.5,10.0,0
33594,0.6666666666666666,3,16.0,1.0,13.0,1
33618,0.0,1,12.0,0.0,2.0,4
33626,0.8,5,18.8,3.2,4.0,0
33642,0.0,1,16.0,1.0,5.0,4
33645,1.0,1,15.0,5.0,1.0,2
33652,0.0,2,10.0,1.0,30.0,4
33665,0.8,5,7.0,6.0,16.0,0
33671,1.0,1,23.0,4.0,0.0,1
33680,0.0,1,13.0,3.0,3.0,3
33704,0.0,1,16.0,5.0,30.0,3
33717,0.6666666666666666,3,14.0,6.0,14.0,3
33722,0.0,2,15.0,0.0,0.0,4
33728,0.0,2,18.0,0.0,15.0,4
33730,0.0,1,16.0,0.0,30.0,4
33731,1.0,10,10.3,3.9,0.6666666666666666,0
33733,1.0,2,11.0,5.0,7.0,2
33734,0.0,1,14.0,2.0,0.0,4
33736,0.5,2,8.0,3.0,19.0,2
33751,1.0,2,15.0,3.5,7.0,2
33759,1.0,2,9.0,1.0,5.0,2
33761,1.0,1,10.0,2.0,2.0,2
33766,1.0,2,9.0,2.0,9.0,2
33779,0.5,6,17.0,3.0,6.0,0
33781,1.0,1,16.0,3.0,6.0,1
33804,1.0,1,16.0,3.0,6.0,1
33818,1.0,3,14.0,0.0,3.0,1
33842,0.8,5,13.0,5.0,7.0,0
33884,1.0,1,17.0,1.0,21.0,1
33886,0.0,1,22.0,5.0,16.0,3
33891,1.0,1,14.0,2.0,30.0,1
33893,0.0,2,21.0,0.0,17.0,1
33911,0.5,2,15.0,0.0,15.0,1
33942,1.0,1,21.0,0.0,21.0,1
33951,0.0,1,13.0,5.0,3.0,3
33960,1.0,1,18.0,2.0,2.0,1
33982,0.0,2,18.0,3.0,30.0,3
34025,1.0,1,14.0,0.0,7.0,1
34028,0.5,2,12.0,1.0,30.0,4
34032,1.0,5,12.0,0.0,13.0,0
34056,1.0,1,10.0,4.0,12.0,2
34062,1.0,1,14.0,2.0,3.5,1
34065,1.0,3,20.333333333333332,2.3333333333333335,4.5,1
34119,0.0,1,15.0,3.0,8.0,3
34152,0.0,1,10.0,2.0,0.0,4
34191,0.0,1,16.0,0.0,20.0,4
34196,0.5,2,11.0,3.0,7.0,2
